frame,target_x_m,target_y_m,target_z_m,actual_x_m,actual_y_m,actual_z_m,position_error_m,delta_q_norm_rad,success,q1_rad,q2_rad,q3_rad,q4_rad,q5_rad,q6_rad,q7_rad
97,0.846244807568205,0.0,0.7,0.8360452651977539,-2.5701012498768883e-16,0.6959007978439331,0.01099245754519569,0.0029611324008354113,False,-6.399163603743328e-12,1.188880305808623,-6.84625832529371e-12,0.00022163246686253388,-2.5748247969920788e-14,3.881044710216693e-07,0.0
98,0.83898950353863,0.0,0.7,0.8350378274917603,-1.0955185326608219e-16,0.6983973383903503,0.0042643015623251585,0.002842918688175181,True,-6.393178811242781e-12,1.1860530575079264,-6.832664799450565e-12,0.0005188850880850456,-2.578277208635951e-14,-2.1851341572498572e-05,0.0
99,0.8319014250390679,0.0,0.7,0.8340296745300293,3.912614589957064e-17,0.7008699178695679,0.0022991744160830514,0.0035923851080107696,True,-6.399713804988588e-12,1.184936511781129,-6.834968638045158e-12,0.003860823513017244,-2.957680980388277e-14,-0.0007218541759879451,0.0
100,0.825,0.0,0.7,0.8306016325950623,8.401177702729162e-16,0.7024143934249878,0.006099801909954856,0.16343225870941078,False,-6.989389581525648e-12,1.260145852595632,-7.536727752101852e-12,0.14422603345800294,-2.441810944703717e-13,-0.03748142542223364,0.0
101,0.8183041447477459,0.0,0.7,0.8193314671516418,3.9853238981493733e-16,0.700471818447113,0.0011304883761377995,0.22010247516331263,True,-7.83824128161045e-12,1.3624437978554267,-8.435956390926374e-12,0.3325953292442636,-5.351020799122263e-13,-0.08745380152772748,0.0
102,0.811832212156129,0.0,0.7,0.8121578693389893,3.9873059552459483e-16,0.7001534104347229,0.0003599824471142514,0.08538336467410189,True,-8.176768528682688e-12,1.4008247201300505,-8.767573572088066e-12,0.406333933307481,-6.479349207182341e-13,-0.10694333818789484,0.0
103,0.8056019413425245,0.0,0.7,0.8058139085769653,-2.681130328602982e-16,0.700101912021637,0.00023519389581925344,0.06316176673150796,True,-8.428333431345539e-12,1.4286933556117885,-9.005704358909377e-12,0.4611430808164153,-7.312843046432004e-13,-0.12138997386459577,0.0
104,0.7996304090461712,0.0,0.7,0.7997933030128479,-6.696642480992498e-17,0.7000797986984253,0.000181389847152594,0.05349542758335361,True,-8.641618515421801e-12,1.4520365207374226,-9.202903532252677e-12,0.5076932655579537,-8.017358420103373e-13,-0.13363487953070255,0.0
105,0.7939339828220179,0.0,0.7,0.7940652966499329,5.611932088738641e-17,0.7000653147697449,0.00014666063053361226,0.04662030445450493,True,-8.827235646766702e-12,1.4721888155928593,-9.3714355154426e-12,0.5483547953098835,-8.630113261984893e-13,-0.14431091801523407,0.0
106,0.7885282761783909,0.0,0.7,0.7886369228363037,-1.7357399155135123e-16,0.7000548839569092,0.00012172240961149266,0.04114607355238477,True,-8.990562549744153e-12,1.4898233448846936,-9.51762023587977e-12,0.584315690297437,-9.169904762442814e-13,-0.15373624438241335,0.0
107,0.7834281057814544,0.0,0.7,0.7835196256637573,-9.681840697000829e-17,0.7000468373298645,0.00010280867826007597,0.03655959729391468,True,-9.13508913100661e-12,1.5053695011742234,-9.645512995590473e-12,0.6163275016140288,-9.648689630465573e-13,-0.16211270635305766,0.0
108,0.7786474508437579,0.0,0.7,0.7787253260612488,5.233223658021244e-17,0.7000404000282288,8.773090550168817e-05,0.03258104457536723,True,-9.2632726691004e-12,1.5191237287470758,-9.757919576383803e-12,0.6449038036733795,-1.0074683426750935e-12,-0.16957867247332656,0.0
109,0.7741994148081864,0.0,0.7,0.7742661237716675,-1.5732197039238296e-16,0.7000349760055542,7.532202050692539e-05,0.029038696664995617,True,-9.376930251309121e-12,1.531300771891749,-9.856872544289936e-12,0.6704122023626248,-1.0453800503769738e-12,-0.17623352938876088,0.0
110,0.7700961894323343,0.0,0.7,0.7701535224914551,-1.4814690950772438e-16,0.7000303864479065,6.488771751670201e-05,0.02581986989934293,True,-9.47745265159282e-12,1.542061621597301,-9.943892895330034e-12,0.6931245903627269,-1.0790441418112528e-12,-0.1821510649033424,0.0
111,0.7663490213717449,0.0,0.7,0.7663983106613159,-2.35620001970676e-16,0.7000263333320618,5.588272044107783e-05,0.02284684506439615,True,-9.565930844421566e-12,1.5515300370852698,-1.0020145804715538e-11,0.713246922743192,-1.108795986217368e-12,-0.18738739731389478,0.0
112,0.7629681813536099,0.0,0.7,0.7630103826522827,-1.9773899450356916e-16,0.7000226974487305,4.791788589396993e-05,0.020063832288113294,True,-9.643235279196485e-12,1.5598028818022855,-1.0086538767051724e-11,0.7309379011879543,-1.1348955850009927e-12,-0.19198595013414574,0.0
113,0.7599629360254198,0.0,0.7,0.7599988579750061,1.3042486266879628e-16,0.7000194191932678,4.083493025901854e-05,0.01742940818136616,True,-9.710067732439904e-12,1.5669568723126004,-1.0143786188144665e-11,0.7463212222706302,-1.1575468001691104e-12,-0.19598071192908384,0.0
114,0.757341522555727,0.0,0.7,0.757371723651886,-1.98887571180046e-17,0.700016438961029,3.438525336424485e-05,0.014911882566029698,True,-9.766996370286705e-12,1.5730531316114913,-1.0192453340778478e-11,0.7594938819718451,-1.1769103951893184e-12,-0.19939844518663002,0.0
115,0.7551111260566398,0.0,0.7,0.7551360130310059,-2.402608954886823e-18,0.7000136375427246,2.8378584613492546e-05,0.01248632850499106,True,-9.814480062781095e-12,1.5781403373684788,-1.0232987034639987e-11,0.7705319513022089,-1.1931131055536116e-12,-0.20226022130972351,0.0
116,0.7532778598899291,0.0,0.7,0.7532978653907776,3.6386841348150234e-17,0.7000110149383545,2.2837445810600446e-05,0.01013260169659797,True,-9.852885527871119e-12,1.5822569357359246,-1.026573739161841e-11,0.7794946645276446,-1.2062540591563481e-12,-0.20458250610312026,0.0
117,0.7518467489107293,0.0,0.7,0.7518620491027832,-6.028841705377208e-17,0.7000084519386292,1.747944917544433e-05,0.007833970331143343,True,-9.88249953235352e-12,1.5854327114825995,-1.0290973434377922e-11,0.7864273391439447,-1.2164093611093275e-12,-0.2063779342472058,0.0
118,0.750821715694759,0.0,0.7,0.7508325576782227,-9.02295494315539e-17,0.7000060081481934,1.2395420531013765e-05,0.005576131987282733,True,-9.903537558288608e-12,1.5876898990881125,-1.0308894210428094e-11,0.7913634566778639,-1.2236353597863417e-12,-0.2076558605926777,0.0
119,0.750205569786814,0.0,0.7,0.7502120733261108,-3.0099633418036783e-16,0.7000035643577576,7.416243632073067e-06,0.003346479897643182,True,-9.916149836438738e-12,1.5890439539457546,-1.031963656585554e-11,0.7943261162352335,-1.2279709272310972e-12,-0.20842274487009657,0.0
120,0.75,0.0,0.7,0.7500022053718567,-2.282796144497702e-17,0.7000012397766113,2.5299626622510163e-06,0.0011335308176641198,True,-9.920425339474404e-12,1.5895040604816575,-1.032328028049513e-11,0.7953289971176425,-1.2294389680404277e-12,-0.20868240623786688,0.0
